y_pred_proba,y_true
0.90805846,1
0.9133612,1
0.85811853,1
0.9102886,1
0.85109437,0
0.8878155,0
0.66069394,0
0.86627656,1
0.8948807,1
0.90695506,1
0.8937229,1
0.89699465,1
0.9108498,1
0.5078268,0
0.8919538,1
0.8686661,1
0.21342775,0
0.9080018,1
0.42594564,1
0.9077125,1
0.86643815,1
0.89606553,1
0.90649325,1
0.8698835,0
0.90107816,1
0.9080872,1
0.67123383,1
0.9122037,1
0.7661648,0
0.6364253,0
0.9013672,1
0.91512734,1
0.9007363,0
0.8843016,0
0.3180015,1
0.86003333,1
0.91123146,1
0.86231285,1
0.8141326,1
0.91553533,0
0.40280706,1
0.30956948,0
0.90875584,1
0.9170019,1
0.2490016,0
0.18646064,0
0.90722775,1
0.8051344,0
0.91705734,1
0.8762656,1
0.902741,1
0.38960743,0
0.90611356,1
0.24061699,1
0.23890021,0
0.91048217,1
0.88020456,1
0.2815016,0
0.18379752,0
0.6691561,1
0.22370313,0
0.88442814,1
0.4100535,1
0.65386504,1
0.9102645,1
0.15707497,0
0.89246434,1
0.8609349,1
0.8557043,0
0.91135114,1
0.8328473,1
0.91249233,1
0.91716105,1
0.15321769,0
0.7323377,1
0.8907204,0
0.7797742,0
0.27212965,0
0.8830465,0
0.9106544,1
0.18512668,0
0.9126461,1
0.83458465,0
0.5774614,0
0.8826139,1
0.8980211,1
0.22340532,0
0.9037848,1
0.9047675,1
0.899872,0
0.88979167,1
0.46961012,0
0.9060792,1
0.9160525,1
0.8299787,0
0.7092648,0
0.90503585,1
0.53815067,0
0.89986795,1
0.8991843,1
0.9069249,1
0.5232363,1
0.90054035,1
0.8676165,1
0.8976537,1
0.71546894,0
0.8790274,1
0.8884854,1
0.59107095,0
0.47739783,1
0.9079021,1
0.1878351,0
0.91774,1
0.9163422,1
0.1395867,0
0.9059194,1
0.8718284,0
0.20645511,0
0.84021306,1
0.87565184,1
0.9005091,1
0.82668906,1
0.64009786,0
0.81384087,0
0.71339023,0
0.897349,1
0.9122065,1
0.9089777,1
0.21804078,0
0.2674163,0
0.8907034,1
0.90226,1
0.7623963,0
0.9071395,1
0.9095164,1
0.15538433,0
0.9162301,1
0.7900846,0
0.8999238,1
0.91561085,1
0.19724184,0
0.9178634,1
0.90367126,1
0.9129469,1
0.9046534,1
0.89981085,1
0.1568122,0
0.90995497,1
0.8858349,1
0.90450954,1
0.91932034,1
0.49528688,0
0.9007638,1
0.33669338,1
0.9162337,1
0.274372,0
0.8960722,1
0.9123189,1
0.77845067,1
0.8937526,1
0.88978505,0
0.5521234,0
0.89859885,1
0.8951324,1
0.18348324,0
0.19437931,0
0.9040648,1
0.90791863,1
0.9135743,1
0.8569682,1
0.38212478,0
0.9120841,1
0.5989257,0
0.33368576,0
0.88841134,1
0.2939333,0
0.8938079,1
0.90499806,1
0.8975434,1
0.8669797,0
0.9161426,1
0.888836,1
0.91301435,1
0.6695084,0
0.90952706,1
0.90881866,1
0.90318614,1
0.8809454,1
0.53069675,0
0.9011194,0
0.87921107,1
0.6617305,0
0.3564109,0
0.9073671,1
0.4321009,1
0.916898,1
0.19507673,0
0.91462505,1
0.89626795,1
0.5865402,0
0.8673514,1
0.45942017,0
0.3908329,0
0.9102631,1
0.91639537,1
0.9072621,1
0.9044401,0
0.9024429,1
0.89055485,1
0.81633425,0
0.90819645,1
0.9152667,1
0.41983664,0
0.9045559,1
0.90570265,1
0.9135288,1
0.88507235,1
0.48786905,0
0.17848557,0
0.8786701,1
0.8645114,1
0.9105708,1
0.9057671,1
0.7368948,0
0.15114795,0
0.7609364,0
0.17824546,0
0.7095514,1
0.90022594,1
0.67083937,0
0.1622359,0
0.91262954,1
0.1914213,1
0.90741736,1
0.91228855,1
0.90940475,1
0.14928421,0
0.9198597,1
0.91043323,1
0.9097899,1
0.90922,1
0.90963674,1
0.9175451,1
0.887822,1
0.91015065,1
0.9056636,1
0.13859776,0
0.4886517,1
0.2524468,0
0.91423184,1
0.9136331,1
0.9055988,1
0.18518054,0
0.9070675,1
0.91330445,1
0.20208693,0
0.81540596,1
0.25343,0
0.9161675,1
0.8921897,1
0.9125676,1
0.43633938,0
0.5976607,1
0.90870094,1
0.7722794,0
0.23769952,0
0.4389091,1
0.90449893,1
0.81650174,1
0.25658935,0
0.20333517,0
0.1838318,0
0.9138706,1
0.16414964,0
0.38546395,0
0.90488714,1
0.9020194,1
0.8522901,0
0.21058896,0
0.90190446,1
0.6154304,0
0.546852,0
0.74768555,1
0.68027896,0
0.86918104,1
0.90167826,1
0.8963955,1
0.88899946,1
0.89585155,1
0.90620184,1
0.86795914,1
0.88886034,1
0.9091385,1
0.9150414,1
0.8171191,1
0.90594906,1
0.9061572,1
0.36191657,1
0.5118512,0
0.9102975,1
0.9099422,1
0.2468518,0
0.8935053,1
0.9081942,1
